Country Name,Country Code,Series Name,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,114.0257748,137.4066012,131.0450687,118.3201092,116.629337,123.4463059,127.813089,149.0086365,155.4982504,158.3252978,144.9998974,157.4649138,166.4331831,165.6486679,164.3461104,168.3945965,167.320445,164.4039277,165.2285156,163.2605123,160.7513433,155.483815,159.7057765,186.7239141
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,69.43004156,71.13900777,74.73465562,69.43201129,68.19921175,70.43190206,72.45061537,77.5361532,74.67091356,82.6880267,89.39474321,93.64639818,101.4087017,104.0854755,98.7895236,96.66559189,95.81820791,88.33302364,86.97894698,88.63690696,82.86274578,68.01524045,76.69594267,93.56996585
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,24.81559804,26.90092291,25.99325475,29.50866294,30.59243613,37.50381406,42.00166962,45.7244805,45.68626868,53.36822044,46.27286964,49.2552065,55.62388001,55.79372172,53.84413194,48.92218575,41.92291387,40.08248571,40.74249695,43.61696933,39.90540353,37.80412536,45.6676832,49.2297021
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,62.94391286,71.43687592,69.79320753,59.07946177,53.61649375,59.76129484,63.98793587,56.65712681,54.82924998,58.56139963,45.51212137,46.70127388,50.18001318,49.5828983,48.63737268,48.08017559,41.93764024,37.4213418,39.35549707,43.07430895,37.62777754,32.9721754,40.19775125,45.3933054
Iran,IRN,Trade (% of GDP),NE.TRD.GNFS.ZS,34.88541413,41.25724746,40.53556648,48.17268655,50.67910577,51.31385733,54.44049526,53.16735871,49.88730692,48.22940277,43.69958022,43.77064374,41.21941479,44.08934668,47.08671792,45.35142014,39.42258866,40.38784692,44.74487077,58.56508972,50.75433435,43.81016469,44.37383405,51.59750681
Iraq,IRQ,Trade (% of GDP),NE.TRD.GNFS.ZS,138.3146024,125.3365956,126.7802567,119.762048,154.2345233,120.2339771,115.7425403,89.65052049,74.09285311,81.05554327,78.68737882,73.49747962,72.17132822,73.60868459,67.41001841,68.98248686,69.5917686,54.58832019,59.78091239,65.80179177,68.98993842,57.74231617,62.09562661,0
Ireland,IRL,Trade (% of GDP),NE.TRD.GNFS.ZS,159.871033,174.9545559,174.8407324,163.7193544,146.5315008,146.5875258,148.1755848,150.0218047,153.3968638,160.0394442,173.5914943,189.925491,187.7111148,191.8803821,189.4236569,201.8464456,214.9959338,228.1436007,219.4401359,216.5390869,252.495272,247.0597188,227.4047903,234.2673529
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,65.69298073,69.30136195,63.12276422,66.52554789,67.71084615,75.65373375,79.13295723,79.08896425,79.61465423,76.09772307,62.59776255,66.44032353,69.65640342,70.73576047,64.64420848,62.16371876,59.21230011,58.04398655,56.56038393,58.89396028,56.26953448,50.96080098,55.19492229,60.50435556
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,44.6207908,50.40558983,50.03480463,48.0579243,46.14884478,47.43033039,49.30101076,53.16817918,55.06145563,54.4928758,45.41876179,52.00618837,55.14552246,55.65472084,54.8675794,55.32211515,56.41817616,55.36760281,58.60417595,60.30355124,59.87898022,55.26570577,61.9058087,74.7768779
Jamaica,JAM,Trade (% of GDP),NE.TRD.GNFS.ZS,84.23174689,89.51300605,84.8277346,81.84675543,88.15063084,89.31810407,90.48789334,100.7455988,101.2444221,113.5774038,86.88512433,80.92040032,83.82182023,82.04007835,83.25957198,84.74099862,76.11752166,76.45520237,83.52317252,89.97790604,90.11060763,0,0,0
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,18.12563072,19.56237158,19.55960447,20.44712207,21.32612527,23.66435342,26.22995458,30.0163761,32.81657805,34.12947654,24.39016653,28.49847269,30.19496073,30.47091092,33.97876865,37.43143457,35.42740835,31.31024685,34.42321357,36.6099318,35.21641811,31.32579312,36.77148329,46.84373214
Jordan,JOR,Trade (% of GDP),NE.TRD.GNFS.ZS,104.4703736,110.3289046,109.2854786,114.0388578,115.7068353,134.6216119,146.9088913,141.7473818,145.9942463,140.912926,112.1519982,114.2226777,118.6996795,117.8555877,111.451528,109.9388055,95.35791223,88.7207179,90.06840924,87.9639085,85.82143874,0,0,0
Kazakhstan,KAZ,Trade (% of GDP),NE.TRD.GNFS.ZS,82.57915136,105.6996926,92.84906851,94.03168565,91.46333243,96.4091997,97.76250302,91.4535268,92.1616331,94.29480465,75.76606746,74.1382659,73.11785705,73.72373249,65.40760933,64.97203465,53.04972881,60.31159659,56.82538794,63.52795651,64.85861655,57.02644237,58.66860858,68.11362611
Kenya,KEN,Trade (% of GDP),NE.TRD.GNFS.ZS,48.19227499,53.30904439,55.94683603,55.17267226,54.1322659,59.47700335,64.47886616,55.23648513,53.8947888,57.57859865,45.94519181,50.39428735,58.40220597,51.62369202,47.46464251,46.17048936,40.32738469,34.86501957,35.99505788,34.41475318,31.75946673,27.23634937,30.68928192,33.72955056
Kiribati,KIR,Trade (% of GDP),NE.TRD.GNFS.ZS,113.0841121,105.1724138,114.7540984,130.1879523,110.6890393,102.7308445,125.306968,95.63364118,99.64933525,97.53138548,101.8912908,90.9585973,101.0530643,105.3810974,106.1950421,117.0684835,123.084036,128.6795479,119.1056911,96.57794677,119.8412698,95.34883721,93.39933993,105.9006211
"Korea, Rep.",KOR,Trade (% of GDP),NE.TRD.GNFS.ZS,59.76275376,66.09516011,62.22379722,58.3530394,61.17460128,70.01571487,68.32481102,70.65187353,73.87452529,95.51635243,86.13361937,91.3995965,105.5663136,105.4583277,97.95210495,90.6144419,79.13249439,73.60380947,77.12091781,78.98886551,75.75713897,69.03404509,80.19945693,96.53640929
Kuwait,KWT,Trade (% of GDP),NE.TRD.GNFS.ZS,85.36811455,86.6183245,86.85046729,81.22519413,86.55517551,89.29764168,92.24268009,89.7130932,91.73250339,92.68345625,88.81106499,97.02773949,99.09037034,101.0112413,97.60670229,100.0369451,98.69957329,96.15890754,97.84004646,103.1154584,98.18294424,0,0,0
Kyrgyz Republic,KGZ,Trade (% of GDP),NE.TRD.GNFS.ZS,99.19949122,89.43093163,73.74691237,82.92072902,83.93278281,93.81573216,95.08400463,120.7499818,137.0583878,146.1060822,133.3791532,133.2328505,136.1798404,139.6759378,134.0267856,125.1261811,110.9615707,105.823574,100.6174458,98.8755599,0,0,0,0
Lao PDR,LAO,Trade (% of GDP),NE.TRD.GNFS.ZS,80.05845617,68.83730137,65.89943688,67.25490285,60.57209588,66.07975162,71.79264627,81.96137542,79.2126289,81.84918209,76.93082622,84.72033789,91.69869587,98.18512643,98.17914662,99.05973829,85.7983217,75.09189092,0,0,0,0,0,0
Latvia,LVA,Trade (% of GDP),NE.TRD.GNFS.ZS,79.86507099,81.53624741,86.36839113,83.20634424,84.61117995,93.13567618,100.2357513,100.1329827,95.5732855,91.17645536,86.41245309,108.6047806,125.4904462,128.2284417,125.1578552,125.2792731,122.2993647,118.9106331,123.8523114,123.6228987,120.7431367,120.1972888,132.334031,148.5020644
Lebanon,LBN,Trade (% of GDP),NE.TRD.GNFS.ZS,50.81417077,50.11529593,55.55680836,51.04253256,54.09083402,90.97279703,92.76265627,91.06939703,97.96770797,106.6256732,90.39783886,95.09665294,102.1398824,88.54550192,86.17432859,79.81715659,71.83904263,67.72361779,68.45542926,68.2573073,62.98091601,50.12980429,78.8286204,0
Lesotho,LSO,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,165.0489488,161.1265906,158.8947376,150.1024355,149.7966067,150.2085754,133.3654898,126.2924754,129.7227731,135.2219018,146.4020717,144.4349555,142.2261386,139.7999397,141.9842111,149.1876851
Libya,LBY,Trade (% of GDP),NE.TRD.GNFS.ZS,34.80163011,45.28109377,43.17344961,78.85975704,90.61273052,96.12933208,90.86088969,97.73810112,102.7323155,103.242158,107.6209305,98.07721307,63.00543529,98.22431892,106.3343609,76.52488264,56.90490733,41.11017606,47.54896619,63.7811336,78.20912785,0,0,0
Lithuania,LTU,Trade (% of GDP),NE.TRD.GNFS.ZS,74.82149516,83.37858933,93.66569716,100.4906211,98.23490648,104.6040189,117.483577,124.3354433,116.3873879,126.8490876,105.3387783,129.8873829,148.4472191,155.8431607,155.8867909,142.7216428,138.5523173,134.4538584,144.8733554,148.5947801,149.1762114,136.912607,155.6366257,175.7031722
Luxembourg,LUX,Trade (% of GDP),NE.TRD.GNFS.ZS,239.9224996,272.4123268,270.7656304,250.6891982,244.9779461,265.2268849,284.0774769,305.8795475,307.4850201,292.2134808,263.5327015,293.6718769,308.7144539,311.7868352,320.5335063,333.4288532,351.1319744,348.4374094,353.793992,362.4239045,382.3483692,372.2714029,393.1411982,388.5136684
"Macao SAR, China",MAC,Trade (% of GDP),NE.TRD.GNFS.ZS,132.2370433,147.7625117,150.0235883,152.382641,150.7883955,148.9037502,136.3722219,128.7856891,130.6705988,126.6071312,113.5551133,119.9400877,122.8883894,123.7133418,121.4225517,118.635352,118.4983375,112.1844682,114.9257754,115.8654807,114.7030638,121.500363,167.6887458,177.9326065
Madagascar,MDG,Trade (% of GDP),NE.TRD.GNFS.ZS,40.92441202,42.77712266,41.03512609,50.18169194,34.03060292,48.77538189,59.13008494,62.10283894,66.70273536,74.35735396,62.4116976,57.87489451,56.4830926,52.65171408,56.36758179,61.96943221,61.22037884,60.83469848,65.34340151,67.84150467,62.60132305,49.01070737,54.45704159,69.60467198
Malaysia,MYS,Trade (% of GDP),NE.TRD.GNFS.ZS,217.5709194,220.406789,203.364636,199.3562327,194.1951291,210.3742659,203.8546446,202.5771468,192.4655064,176.6683248,162.5589705,157.9447649,154.9376846,147.8417548,142.7209915,138.3122312,131.3700724,126.89901,133.1551734,130.4026255,123.028562,116.7881824,134.0189263,146.6637864
Mali,MLI,Trade (% of GDP),NE.TRD.GNFS.ZS,50.0264356,55.42257543,60.20080302,57.82929137,58.6281417,55.31161766,54.12532578,60.97667384,56.64974624,63.47601606,50.51919293,57.98529724,53.91355778,59.12059455,64.81766087,60.63870749,63.63963969,63.76329642,58.06844833,60.1447828,63.65870277,66.99057428,67.20994467,68.82822823
Malta,MLT,Trade (% of GDP),NE.TRD.GNFS.ZS,228.1740482,248.6257548,221.4787893,223.9061641,217.8936786,212.6473563,217.6022175,253.8366058,262.3170579,298.818064,294.9500968,301.8366956,319.7034169,322.6764519,304.3286244,287.6414311,299.4701582,303.0112389,296.8696167,302.6960559,309.6171503,333.1212761,315.3064603,317.7450138
Marshall Islands,MHL,Trade (% of GDP),NE.TRD.GNFS.ZS,107.0774616,129.5090921,118.3303752,102.4928229,116.7842099,113.9934749,125.0033385,112.7666625,115.0091111,122.574278,129.3542428,145.5165055,153.9197732,158.2814964,162.7434248,150.5208832,139.0223227,116.9470712,125.7288,128.815279,153.5983926,108.2922362,118.0476572,119.9429697
Mauritania,MRT,Trade (% of GDP),NE.TRD.GNFS.ZS,49.01693804,58.94037477,60.70121246,56.7855296,55.31802433,75.21880468,88.23509956,82.78850121,86.06405568,94.120211,82.0086176,93.42074513,98.4853296,110.7881227,102.3988242,91.61037136,77.34678649,73.15326167,78.81498018,89.14672949,93.48669414,86.77616813,88.30687376,103.9529085
Mauritius,MUS,Trade (% of GDP),NE.TRD.GNFS.ZS,130.6912574,122.3126024,129.7787219,119.8223403,110.1185317,108.4687326,123.2460994,127.0628618,120.8764513,115.4893159,104.429729,113.4570736,117.5389464,119.5001198,113.3056535,110.5897075,107.1459794,101.3661141,101.2502617,98.08717981,96.49195092,85.83054487,98.00002924,119.4416818
Mexico,MEX,Trade (% of GDP),NE.TRD.GNFS.ZS,48.01224958,49.91040919,44.74010901,45.20982925,48.70041687,52.04062003,52.56264466,54.4821161,55.2585244,56.36528188,54.59174213,59.27338452,62.16238728,64.25793189,62.69167477,64.09840904,70.41297469,75.69030341,76.95212604,80.21266165,77.39632478,76.87652406,83.30867244,88.11487197
Moldova,MDA,Trade (% of GDP),NE.TRD.GNFS.ZS,117.5279352,126.1631001,124.5007396,129.8395255,140.0565299,132.6990697,143.0235685,137.1547638,142.720539,134.4216013,110.3633269,87.9378519,98.61759653,96.30640983,95.68729683,94.22829197,88.96641546,89.00468372,88.62339028,87.44678743,87.63223711,79.26572212,88.47088654,110.7339656
Mongolia,MNG,Trade (% of GDP),NE.TRD.GNFS.ZS,112.2413385,121.8866098,115.8183269,118.5172531,120.2993935,131.3293182,122.3814599,112.9299831,117.8804264,121.1980134,107.8137572,103.3500317,126.9992286,109.5885643,100.3119897,109.3223119,89.65366348,101.0552372,115.9329019,126.3558732,124.3965146,112.8386476,119.0980784,136.3279299
Montenegro,MNE,Trade (% of GDP),NE.TRD.GNFS.ZS,0,87.92520214,100.4093861,95.22940002,77.59838901,100.109655,104.6251393,117.9947355,128.7461586,132.3402717,99.42502821,99.78032633,106.658854,111.7660445,102.7709302,100.12762,102.6889774,103.6729451,105.554965,109.6092968,108.8445775,87.00601808,105.0299932,125.8986046
Morocco,MAR,Trade (% of GDP),NE.TRD.GNFS.ZS,48.57887649,53.44030584,53.49157102,54.31012791,52.33185827,55.55163847,61.49382769,64.67219778,71.34964678,77.83447164,62.37095602,69.54197961,76.82587149,78.2221019,73.85775653,71.89356675,67.28867593,71.12266038,74.17335788,77.25488752,75.99811588,68.84380339,75.63219419,101.1158825
Namibia,NAM,Trade (% of GDP),NE.TRD.GNFS.ZS,91.10020515,85.13224429,88.58410184,94.41522289,95.95247438,81.86226059,80.68038029,86.83396933,104.9793038,119.6444982,123.7628443,108.0724772,102.1891478,100.2134088,97.72490423,103.080137,97.23903179,93.96618796,81.21966743,81.71386679,82.90115207,76.9252424,82.00360344,91.77038072
Nauru,NRU,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,164.2857143,145,100,130.3030303,120.4081633,179.3478261,197.2222222,200,170.1492537,142.0689655,140.2366864,156,134.9462366,133.3333333,170.3349282
Nepal,NPL,Trade (% of GDP),NE.TRD.GNFS.ZS,52.56698125,55.710589,55.79992108,46.2307185,44.24788362,46.14728672,44.06294748,44.76198776,44.57927502,46.03620635,47.07944776,45.98490577,36.29675889,37.92190606,41.86537574,45.98264161,46.66573039,42.11548612,44.64241062,48.44738695,49.24952659,40.9188656,43.05380479,49.39885419
Netherlands,NLD,Trade (% of GDP),NE.TRD.GNFS.ZS,114.4018843,125.5219499,120.0387648,113.4573979,111.9200094,117.6086275,122.8066577,127.7721514,130.457871,131.059892,116.8895497,131.5220741,142.4717733,149.2684152,149.5493313,150.0537554,157.816576,148.8586647,156.0282112,158.8232102,155.2706766,146.461778,156.9561687,176.71178
New Caledonia,NCL,Trade (% of GDP),NE.TRD.GNFS.ZS,56.3940657,60.36672252,58.18435233,56.13300404,61.8880339,58.58133786,61.910327,68.02051448,72.17438872,67.91747838,56.07715703,68.16848239,66.84452207,63.75339131,58.8723435,58.95779793,60.0467961,58.02961615,58.92818262,0,0,0,0,0
New Zealand,NZL,Trade (% of GDP),NE.TRD.GNFS.ZS,61.40123113,68.51692688,67.23382435,62.65599456,57.91476935,58.79955227,58.01874344,59.60326504,58.42516057,64.40873045,55.14572301,58.2516155,59.24046473,57.02311381,56.01714828,55.16462686,54.92128143,52.5080086,54.21400782,55.80297227,54.38418041,43.97504538,48.2005209,53.80500669
Nicaragua,NIC,Trade (% of GDP),NE.TRD.GNFS.ZS,62.53764452,61.29849746,57.98013155,58.09128441,62.17506589,67.19531678,71.64572371,87.30961477,93.02519168,96.79408513,86.99286696,100.3629987,111.8271573,115.1778478,110.9844216,106.6977299,98.19388163,93.8134597,96.37998455,93.98473921,94.04228105,88.92982235,106.6814733,115.1801198
Niger,NER,Trade (% of GDP),NE.TRD.GNFS.ZS,31.37523672,34.7127807,33.01366708,30.83438575,33.38279314,36.96410445,38.34774181,36.53137318,35.50280285,39.71124405,49.5122567,51.9459863,50.24639516,45.08596447,46.29514915,45.74160084,44.72743037,36.48810922,39.07111174,37.5388484,37.10256643,35.51299066,37.01589355,35.29615314
North Macedonia,MKD,Trade (% of GDP),NE.TRD.GNFS.ZS,72.62497869,80.16014736,71.47821057,71.53348467,71.06932049,80.870485,85.84100348,92.55166647,106.092966,111.5700547,87.17675377,97.88106912,113.1919101,112.2148347,104.85723,112.537929,113.6984439,116.1854084,124.1372839,133.2152076,138.5762318,128.2412581,146.7215946,170.818251
Northern Mariana Islands,MNP,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,151.9470405,152.7037934,178.0991736,174.5523091,159.6969697,128.5714286,100.8519702,84.52830189,92.61576971,105.0754458,114.8793566,120.0777202,119.8317308,122.7472527,152.8455285,131.4102564,108.6856264,104.5723963,77.38927739,0,0
Norway,NOR,Trade (% of GDP),NE.TRD.GNFS.ZS,69.50672858,74.31251872,73.15830391,67.51701409,66.32075094,68.67195377,70.46945049,71.65992995,71.94202631,74.78527993,67.46431546,68.23951936,69.59873363,68.49855284,67.97279259,69.13737722,70.43185654,69.1168424,69.10878176,70.00319579,70.89582053,65.35397904,71.22271378,82.61407198
Oman,OMN,Trade (% of GDP),NE.TRD.GNFS.ZS,87.61943738,92.89728556,96.49054051,95.78794647,97.00044149,101.5472186,99.1109943,98.55502308,108.8717855,108.6069382,105.00603,96.38655622,101.6407252,102.0741653,112.5432326,102.27816,96.37559765,82.86218714,88.95282637,89.27921783,86.47613366,91.8757004,93.91614616,0
Other small states,OSS,Trade (% of GDP),NE.TRD.GNFS.ZS,104.2033471,105.4902076,106.2786025,102.8796304,101.246474,102.2044332,106.2785465,109.4246479,109.3439201,109.2091922,99.85350083,105.3966797,117.1641854,122.6693432,121.9260197,117.2480252,112.3857203,107.6002633,108.9606099,110.4664496,109.0019479,106.8050945,115.0703119,119.1023584
Pakistan,PAK,Trade (% of GDP),NE.TRD.GNFS.ZS,32.31996281,21.45996933,23.57720884,23.1290206,24.65016612,24.80834087,29.878498,33.04971214,30.78788045,34.34896042,33.32688559,31.98899821,32.36263828,31.31897077,30.89027502,29.46982583,26.6881846,24.70157951,25.47203641,27.62605637,28.9055758,26.71628046,27.03042156,33.04836111
Panama,PAN,Trade (% of GDP),NE.TRD.GNFS.ZS,126.6863149,133.9889395,130.098368,121.851866,114.6933669,123.6525612,135.6943166,137.895702,149.5704528,166.6981464,138.9803682,148.2750461,162.4875614,158.0588033,137.6340738,119.0906104,99.93640441,87.40841028,87.42791229,0,0,0,0,0
Paraguay,PRY,Trade (% of GDP),NE.TRD.GNFS.ZS,77.55527569,78.64472976,72.60569901,79.44156565,81.12736377,80.10444662,85.02196365,84.7335313,79.00113742,80.77757466,70.84198186,81.25752337,78.49212385,74.76495746,73.36987138,69.08372496,66.91506553,67.75931523,71.0801344,72.06922363,71.22216173,62.76021747,69.74227302,73.85456069
Peru,PER,Trade (% of GDP),NE.TRD.GNFS.ZS,33.20577656,35.53803216,35.06440143,35.24918133,37.62461033,41.93607827,47.35731748,51.78505603,55.68811328,58.43376739,48.11192962,51.67280894,55.98828028,52.61989526,49.78714245,46.85312109,45.16276869,45.3888412,47.51355036,48.63147017,46.94350538,43.83468288,55.96953979,58.41257082
Philippines,PHL,Trade (% of GDP),NE.TRD.GNFS.ZS,77.16149371,85.15336858,84.90038862,83.84480409,87.57464436,87.12528482,83.84567457,80.85053867,73.64497999,67.68107077,60.88659079,66.10427851,60.7958367,57.84200551,55.82478123,57.46817209,59.1415921,61.77606577,68.16836974,72.1633983,68.84184226,58.1695603,63.48461049,72.41668658
Poland,POL,Trade (% of GDP),NE.TRD.GNFS.ZS,54.11160364,60.86858352,58.15676069,60.98737525,69.44621508,71.4456575,70.53052406,77.97071527,80.83145545,80.90576094,75.2677976,82.55322205,87.2838706,89.26763723,90.77936307,92.5686483,92.81878885,97.53993757,101.2812224,103.4504958,102.6887138,100.3242114,112.0818135,123.9345459
Portugal,PRT,Trade (% of GDP),NE.TRD.GNFS.ZS,63.31432982,67.45299799,65.09195518,62.30825942,61.13894749,63.20459367,62.94450456,68.54705312,69.94611758,72.07574292,61.49269353,67.78329546,73.099544,76.05083887,78.11443462,80.28230788,80.49089438,79.27422963,84.43914052,86.42876093,86.56471741,76.23748846,85.62590801,101.6051494
Puerto Rico,PRI,Trade (% of GDP),NE.TRD.GNFS.ZS,104.0804965,106.1695121,109.8856497,106.3294868,118.8401575,117.0008638,113.7447947,117.728478,117.5957791,116.2779944,105.2621968,104.1532283,108.5584001,103.3111866,104.8922401,102.3854565,108.8806342,110.2740455,113.131649,106.0011034,107.5714568,103.5096174,96.8021668,98.1145116
Qatar,QAT,Trade (% of GDP),NE.TRD.GNFS.ZS,85.73296979,89.61265972,94.96867168,88.46972363,90.16494869,90.37242884,94.74554417,98.57091931,96.11410571,89.43284165,80.14416297,86.07028995,98.72163869,105.7462944,102.3832081,99.03437474,93.70760417,89.54760012,91.49458792,91.83844898,90.04637555,90.01909489,92.77915857,99.98078766
Romania,ROU,Trade (% of GDP),NE.TRD.GNFS.ZS,57.97367504,48.52132539,51.92859102,53.71024781,56.17952705,60.62647867,59.36054945,61.68362593,63.50515667,65.17481466,58.47283377,69.83323164,76.14260683,76.53923335,81.40162118,83.37870793,83.52116278,85.89397864,87.15615667,86.4706703,84.50306102,78.05911338,86.85312077,92.81640257
Russia,RUS,Trade (% of GDP),NE.TRD.GNFS.ZS,69.3932815,68.09390704,61.11085866,59.64544573,59.12826901,56.5818524,56.71324849,54.73340187,51.70612275,53.38246604,48.43506103,50.35550549,48.03539941,47.15139039,46.2871494,47.80134126,49.35934931,46.51811984,46.87652434,51.58090037,49.22875366,45.9669082,50.55774419,43.77411441
Rwanda,RWA,Trade (% of GDP),NE.TRD.GNFS.ZS,27.33174809,27.48330572,29.19720261,27.60798227,29.30902664,33.4595851,34.21444156,33.21952061,35.96885716,37.60179413,36.80289767,37.27610397,39.71276957,40.53713653,42.68924555,43.89846719,45.19742387,49.48036764,53.67527164,55.79368537,57.99232754,55.1992588,54.71128956,61.16654864
Samoa,WSM,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,87.91997114,76.27214877,72.52937031,76.22474427,82.46919384,83.20220418,73.88642706,75.97939216,78.56980148,81.60095361,82.7339808,77.87775202,80.50077642,74.63435456,75.21181717,74.01108503,78.93496762,83.33108204,77.48360073,60.88888524,64.98318104
Saudi Arabia,SAU,Trade (% of GDP),NE.TRD.GNFS.ZS,57.84605836,68.16645711,63.56061208,64.59277916,69.83119598,75.08279902,81.95405315,89.94460415,94.86330036,96.10264222,84.85833511,82.54976178,84.86140367,82.85039422,81.91720991,79.56166856,69.50388386,59.90546062,61.8143106,61.95558914,60.19818942,49.71347113,57.14281933,63.51367066
Senegal,SEN,Trade (% of GDP),NE.TRD.GNFS.ZS,49.48526217,48.68008972,49.72057806,53.14429946,50.82121989,53.65920313,54.90324357,54.13623781,59.27130435,62.76176982,52.30729088,52.4578552,57.5768786,61.975304,60.62676636,58.44252898,58.11033767,54.10816921,57.70527985,61.78983948,64.23625061,60.04687161,69.12482996,79.87205906
Serbia,SRB,Trade (% of GDP),NE.TRD.GNFS.ZS,26.05756987,22.49217741,56.54781343,56.8663869,61.1703495,74.22977403,73.01692955,76.90795002,75.60519525,78.67948804,66.0218198,76.73116805,78.80903918,85.4708271,87.92027138,92.23141853,97.39576666,101.860025,107.5277191,109.4948657,111.9545975,104.7190149,117.7730709,138.6507286
Seychelles,SYC,Trade (% of GDP),NE.TRD.GNFS.ZS,88.36432792,151.3024478,179.8849149,156.9298896,168.844235,149.5409368,171.101736,177.5669355,174.9284628,208.8429685,221.8913908,198.10186,210.0096928,222.0818625,196.4292672,213.1591206,192.9968051,194.4474006,216.2366107,208.6912464,196.9723287,179.292369,235.8201936,233.0699388
Sierra Leone,SLE,Trade (% of GDP),NE.TRD.GNFS.ZS,33.7491637,57.5299629,35.93816017,38.91691225,46.44643698,46.17199974,47.5479836,42.43039377,40.89824517,40.07010046,42.0340911,51.2749041,72.34964168,85.51156263,87.45280102,83.18541376,66.27935736,75.55230522,74.4863436,56.69583413,56.19064888,51.55793775,58.39082807,88.09436882
Singapore,SGP,Trade (% of GDP),NE.TRD.GNFS.ZS,336.4848464,364.3645205,349.2921057,349.746014,377.2185643,401.5237125,420.4305129,425.3633995,394.2884719,437.3267149,358.1928118,369.6855558,379.0986314,369.2129658,367.04178,360.4673192,329.4713989,303.1365065,316.4775699,325.1973591,321.7034972,332.7738265,333.3396093,336.862489
Slovak Republic,SVK,Trade (% of GDP),NE.TRD.GNFS.ZS,97.48387761,108.7884151,121.6792915,120.3738866,125.147679,139.6503773,147.7278956,164.6262865,166.3295529,162.0708566,136.240691,153.4540512,167.9941753,176.1664778,181.3506831,178.0334967,180.188032,184.0334455,188.0591134,189.8040297,183.4934471,168.4892366,184.1806763,204.1214688
Slovenia,SVN,Trade (% of GDP),NE.TRD.GNFS.ZS,92.5418648,103.9477706,104.5340766,103.6512806,102.3246259,111.556541,120.2626178,129.7883935,137.1271482,134.7315216,113.1218717,127.4914806,139.2779063,142.3844308,143.756354,145.5497502,146.2958567,146.6577745,157.2744387,161.1424034,158.6384669,146.5862926,161.2856436,186.0268321
Small states,SST,Trade (% of GDP),NE.TRD.GNFS.ZS,103.6031212,105.232555,105.4010129,102.086756,100.8772885,101.9793474,105.8160249,108.1400519,108.0540501,108.7102799,98.60100619,103.6683646,114.9742937,119.8670917,119.3683248,115.0121094,109.8786464,105.290625,106.7271199,108.5081759,107.1910355,104.4112767,112.7201675,117.3210034
Solomon Islands,SLB,Trade (% of GDP),NE.TRD.GNFS.ZS,69.16174399,58.55232809,45.11006857,45.12751003,55.9585327,62.8108139,66.57458564,69.78922717,83.7474626,87.35328346,71.88540254,96.14800497,107.2476782,104.8236306,99.60702457,93.45400648,88.1884135,85.54959688,82.19757091,88.49467973,82.99833762,60.22033764,0,0
Somalia,SOM,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.16821464,76.51063904,71.94355002,71.18798924,68.08152312,75.39067337,69.57218646,76.00927092,82.0839191,95.83957495
South Africa,ZAF,Trade (% of GDP),NE.TRD.GNFS.ZS,42.25829602,46.22072174,49.17094519,53.46550163,45.72386257,45.64357522,47.4277814,53.76814127,57.12513914,65.9745238,49.58753533,50.40608716,54.63635044,55.58261719,58.87502763,59.49957406,56.72667614,55.8612575,53.53593183,54.48554513,53.89799641,50.68684334,56.08462474,65.06073542
South Sudan,SSD,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,97.26629732,94.83576409,90.94344837,93.22685975,71.61981139,50.81124659,64.63451781,65.55134918,0,0,0,0,0,0,0
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,54.63646695,60.08233375,57.99715546,55.09917924,53.4636891,54.52418269,54.76229758,56.17713481,57.74760376,55.98333004,46.99487433,52.92824056,58.79317104,60.84507479,61.97631572,63.83826195,64.18320514,63.73988263,66.65706087,67.57494025,66.87389052,60.11948061,67.39129012,80.53650649
Sri Lanka,LKA,Trade (% of GDP),NE.TRD.GNFS.ZS,78.75147835,88.6364417,80.89860153,76.33513178,75.33624733,79.4829449,73.60397296,71.26117849,68.60651166,63.36904361,49.14914153,0,0,0,0,0,46.91797081,46.47153703,47.1404098,49.80939675,49.42552585,37.02928909,41.2585068,46.51924575
Sudan,SDN,Trade (% of GDP),NE.TRD.GNFS.ZS,24.71436823,29.40423446,20.29334562,25.62556172,26.44022807,30.43233762,35.8715914,36.20259362,34.40333616,36.74109783,32.78087833,32.72830995,27.51233902,21.85617452,26.8585245,20.845109,18.37827285,15.28166989,17.83138983,21.86791873,26.11962046,9.955145076,4.127548638,2.698834054
